IdOpinion,IdCliente,IdProducto,Fecha,Comentario,Clasificación,PuntajeSatisfacción,Fuente
6161,6999,486,2023-03-06,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6162,2106,150,2023-07-17,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6163,4664,482,2023-02-26,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6164,3032,856,2025-04-07,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6165,2448,443,2024-12-02,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6166,485,940,2023-05-23,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6167,1568,571,2025-08-29,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6168,9634,96,2024-11-24,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6169,1780,421,2023-07-12,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6170,1778,306,2024-06-08,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6171,4519,211,2023-03-26,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6172,4755,40,2024-06-06,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6173,7719,635,2024-08-14,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6174,9843,801,2023-11-29,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6175,5775,936,2024-04-18,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6176,7159,87,2025-10-05,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
6177,5667,989,2024-11-03,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6178,7504,454,2024-04-15,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6179,8280,689,2024-01-21,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6180,6110,768,2025-11-27,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6181,1695,517,2023-02-24,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6182,8809,980,2024-10-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6183,8395,50,2024-11-21,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6184,5994,538,2025-08-15,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6185,3355,159,2023-01-05,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6186,9909,56,2025-08-30,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6187,4129,715,2023-05-29,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6188,1474,727,2023-02-09,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6189,8124,360,2023-06-06,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6190,9251,294,2024-01-23,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6191,2120,175,2024-12-17,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6192,7079,469,2024-01-24,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6193,804,487,2023-05-13,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6194,9983,771,2024-02-15,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6195,5882,76,2025-09-25,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6196,1953,126,2024-07-31,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6197,1204,336,2023-06-22,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6198,2201,730,2024-11-22,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6199,5662,24,2025-01-04,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6200,7972,903,2024-02-08,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6201,8552,340,2024-08-16,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6202,8018,712,2023-10-11,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6203,1803,481,2023-12-11,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6204,581,712,2025-12-27,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6205,8005,949,2023-01-17,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6206,4622,67,2025-02-10,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6207,8005,285,2025-08-23,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6208,8267,917,2023-09-08,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6209,3635,977,2025-07-07,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6210,8375,426,2025-07-17,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6211,6971,306,2025-08-08,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6212,9780,56,2024-02-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6213,1829,54,2023-03-03,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6214,8267,917,2023-05-21,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6215,2220,608,2024-10-19,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6216,9685,19,2025-12-22,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6217,3673,783,2024-06-11,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6218,8373,995,2024-12-07,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6219,5688,621,2025-11-29,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6220,5917,50,2023-05-17,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6221,8018,255,2025-09-04,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6222,4815,390,2025-02-08,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6223,5305,962,2023-01-11,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6224,8796,149,2024-05-16,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6225,6287,586,2024-12-09,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6226,243,654,2024-04-17,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6227,5704,152,2024-09-23,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6228,8234,980,2025-04-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
6229,2410,893,2024-01-27,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6230,7496,621,2025-07-21,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6231,9843,339,2024-10-26,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6232,3613,520,2023-02-19,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6233,5804,609,2025-10-11,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6234,9041,166,2025-01-12,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6235,4297,149,2024-03-24,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6236,7823,477,2025-08-28,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6237,6971,340,2024-04-04,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6238,1315,212,2023-06-03,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6239,6382,88,2025-03-03,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6240,4119,604,2023-03-21,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6241,416,634,2023-02-05,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6242,1707,917,2024-01-11,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6243,1488,467,2024-03-15,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6244,1169,610,2023-07-26,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6245,3407,144,2023-06-17,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6246,4664,446,2025-01-29,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6247,6660,639,2024-07-05,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6248,8025,547,2025-12-06,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6249,5433,307,2023-06-12,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6250,1042,215,2025-05-06,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6251,1575,703,2023-02-28,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6252,1873,430,2023-07-03,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6253,2560,933,2024-08-17,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
6254,9351,971,2025-01-29,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6255,101,173,2025-09-07,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6256,8007,386,2025-03-11,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6257,5775,936,2024-11-25,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6258,1169,704,2024-08-28,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6259,9642,332,2023-09-04,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6260,3209,899,2024-07-10,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6261,1525,330,2023-01-14,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6262,184,480,2024-03-21,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6263,7885,157,2025-08-23,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6264,3803,752,2024-08-21,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
6265,2988,777,2023-02-15,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6266,5704,991,2023-04-07,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6267,725,19,2024-08-05,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6268,6046,655,2024-08-15,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6269,2198,783,2024-08-06,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6270,5704,541,2023-03-24,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6271,470,385,2024-03-20,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6272,4621,570,2025-01-19,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6273,9873,37,2025-06-14,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
6274,5704,697,2023-03-22,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6275,3054,824,2023-09-03,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6276,6996,330,2023-03-01,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6277,795,932,2023-10-28,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6278,3407,571,2025-06-23,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6279,7560,312,2023-06-30,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6280,1896,318,2024-08-31,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6281,4943,179,2025-04-28,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6282,3626,672,2023-10-03,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6283,9715,889,2023-02-21,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6284,8525,60,2024-10-31,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6285,1751,82,2025-04-18,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6286,9780,779,2023-08-06,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
6287,6367,148,2024-07-06,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6288,5477,39,2023-10-12,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6289,6326,207,2024-12-18,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6290,4864,195,2023-05-17,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
6291,5822,659,2024-11-29,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6292,8581,698,2023-10-19,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6293,4002,10,2025-03-01,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6294,927,617,2025-02-26,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6295,7496,826,2023-10-31,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6296,4941,570,2023-09-29,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
6297,9685,280,2024-09-29,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6298,2064,376,2025-11-07,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6299,2988,777,2023-03-15,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6300,3723,698,2024-11-23,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6301,6821,82,2025-09-04,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6302,6272,571,2025-09-17,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6303,6680,871,2024-12-16,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
6304,2424,476,2023-10-07,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6305,1695,783,2023-11-25,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6306,8147,604,2023-12-14,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6307,9156,443,2024-05-09,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6308,6046,757,2024-08-14,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6309,416,634,2023-11-30,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6310,6999,486,2024-04-28,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6311,7504,260,2023-10-25,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6312,2657,753,2024-03-10,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
6313,7614,149,2023-01-12,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6314,7338,639,2024-12-27,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6315,9018,795,2023-07-22,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6316,2820,522,2024-03-22,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6317,3734,386,2025-03-10,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6318,3632,13,2023-07-01,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6319,4755,689,2024-01-07,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6320,2896,736,2025-04-23,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6321,7512,215,2024-11-04,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6322,9843,967,2025-03-26,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6323,4262,655,2025-12-10,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6324,9485,136,2023-05-25,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6325,1042,323,2025-02-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6326,9769,75,2023-12-02,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6327,3335,940,2024-04-18,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6328,9965,487,2025-12-04,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6329,5782,693,2023-04-17,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6330,1780,397,2023-10-14,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6331,5311,529,2025-01-22,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
6332,8007,961,2025-12-22,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6333,6761,287,2024-02-05,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
6334,7823,671,2025-04-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6335,4262,539,2024-08-10,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6336,1028,644,2023-01-11,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
6337,9715,712,2023-01-01,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6338,9485,893,2024-04-25,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6339,677,930,2025-01-12,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6340,6821,486,2023-10-06,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6341,8810,582,2025-06-03,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6342,9965,784,2024-12-21,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
6343,988,538,2023-03-17,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6344,1575,259,2024-10-04,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
6345,7823,671,2025-07-28,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6346,7079,949,2024-07-11,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6347,4808,332,2025-05-04,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6348,927,539,2025-10-06,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6349,6852,287,2025-11-02,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6350,6079,90,2024-07-28,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6351,3850,189,2025-12-04,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6352,9557,526,2024-01-12,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6353,3343,576,2023-04-28,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6354,382,131,2025-11-14,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6355,8697,750,2024-03-14,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6356,5917,277,2023-12-03,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6357,4755,909,2023-07-31,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6358,8026,818,2024-10-15,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6359,2120,175,2024-06-29,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
6360,9101,487,2023-02-26,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6361,1042,323,2025-11-09,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6362,5975,727,2025-07-25,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6363,3806,224,2025-02-10,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6364,4262,75,2023-04-06,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6365,208,407,2023-10-31,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
6366,9983,724,2024-09-08,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6367,988,375,2025-10-04,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6368,7340,592,2023-04-05,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
6369,2206,538,2025-09-01,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6370,1558,744,2023-11-02,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
6371,9586,317,2024-05-17,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6372,572,970,2023-11-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6373,1214,459,2025-02-23,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6374,2220,906,2025-06-10,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6375,4155,488,2025-11-15,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6376,8901,480,2024-04-30,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6377,8267,856,2023-04-20,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6378,4923,889,2023-08-04,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6379,6022,682,2024-05-05,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6380,3491,714,2023-03-11,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6381,6473,668,2023-02-11,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6382,9516,548,2023-04-20,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6383,821,844,2024-06-03,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6384,1695,466,2024-06-01,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6385,1042,736,2024-02-13,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6386,5822,306,2023-08-11,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
6387,3491,386,2023-02-25,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6388,8038,905,2024-01-10,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
6389,2198,765,2023-04-01,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
6390,4841,953,2023-11-02,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6391,9685,280,2023-01-29,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
6392,6680,979,2024-03-06,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6393,2721,667,2023-03-23,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
6394,3407,446,2025-01-29,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
6395,2309,771,2025-04-19,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6396,7496,487,2025-02-02,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6397,1973,970,2023-08-24,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6398,3398,530,2023-07-11,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6399,3209,290,2025-10-25,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
6400,9018,932,2024-04-26,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
6401,7496,858,2025-01-03,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6402,8455,749,2024-09-11,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6403,9194,672,2024-03-28,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
6404,5612,150,2024-11-05,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6405,9665,701,2024-07-14,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6406,7297,596,2023-07-07,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6407,2908,375,2025-11-15,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
6408,4806,993,2025-09-20,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
6409,4496,19,2024-03-15,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6410,7340,940,2023-08-20,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
6411,8023,893,2024-09-17,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6412,8147,247,2025-12-09,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
6413,5543,560,2024-11-12,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6414,8266,70,2025-06-18,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
6415,4194,933,2023-07-02,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
6416,9617,905,2024-01-25,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
6417,5612,67,2023-10-08,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
6418,9132,957,2025-03-27,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
6419,378,332,2025-01-18,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
6420,9983,3,2025-08-27,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
