IdReview,IdCliente,IdProducto,Fecha,Comentario,Rating
W8441,C035,P005,2025-07-15,Gran relación calidad-precio. Muy recomendable.,5
W8442,C031,P010,2023-09-19,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",4
W8443,C017,P011,2024-06-13,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",4
W8444,C018,P004,2024-09-01,Envío tardío y producto dañado. No volvería a comprar.,5
W8445,C016,P003,2024-12-01,"Producto recibido, cumple su función. OK.",5
W8446,C008,P014,2024-05-14,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8447,C012,P009,2023-08-02,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8448,C031,P012,2025-10-08,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8449,C019,P002,2023-06-27,"Calidad superior, muy contento. Muy recomendable.",2
W8450,C001,P016,2023-11-12,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W8451,C023,P004,2023-05-20,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8452,C025,P014,2025-03-29,"Información suficiente, sin mayor novedad. OK.",5
W8453,C015,P020,2024-11-25,"Entrega correcta, sin comentarios adicionales. OK.",4
W8454,C026,P015,2024-08-19,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8455,C039,P014,2023-07-01,"Información suficiente, sin mayor novedad. OK.",3
W8456,C013,P020,2023-12-30,"Es lo que esperaba, nada excepcional. OK.",1
W8457,C018,P017,2025-06-01,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W8458,C023,P001,2025-03-05,"Es lo que esperaba, nada excepcional. OK.",1
W8459,C023,P016,2024-02-22,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8460,C015,P018,2024-11-04,Envío tardío y producto dañado. No volvería a comprar.,3
W8461,C006,P020,2024-11-18,"Calidad superior, muy contento. Muy recomendable.",4
W8462,C001,P012,2024-10-18,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8463,C039,P007,2025-01-18,Pésima atención al cliente. No volvería a comprar.,4
W8464,C008,P014,2025-03-01,Gran relación calidad-precio. Muy recomendable.,5
W8465,C012,P001,2023-07-01,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8466,C022,P010,2024-07-01,Satisface lo básico. OK.,1
W8467,C018,P011,2024-06-24,"Es lo que esperaba, nada excepcional. OK.",1
W8468,C018,P005,2025-11-16,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8469,C021,P016,2023-10-21,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8470,C040,P003,2023-11-16,"Entrega correcta, sin comentarios adicionales. OK.",5
W8471,C023,P006,2024-01-14,Pésima atención al cliente. No volvería a comprar.,4
W8472,C012,P002,2023-07-16,Envío tardío y producto dañado. No volvería a comprar.,4
W8473,C038,P009,2023-07-08,"Producto recibido, cumple su función. OK.",4
W8474,C039,P004,2025-09-13,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8475,C028,P010,2024-06-14,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8476,C025,P015,2025-05-30,Satisface lo básico. OK.,5
W8477,C012,P001,2024-05-30,Satisface lo básico. OK.,4
W8478,C027,P017,2023-07-19,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8479,C017,P018,2025-11-20,Envío tardío y producto dañado. No volvería a comprar.,3
W8480,C022,P018,2024-05-01,Pésima atención al cliente. No volvería a comprar.,5
W8481,C010,P010,2024-10-09,"Entrega correcta, sin comentarios adicionales. OK.",2
W8482,C019,P004,2025-12-16,"Producto recibido, cumple su función. OK.",5
W8483,C034,P002,2023-09-30,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8484,C039,P007,2025-12-10,"No funciona como esperaba, decepcionado. No volvería a comprar.",3
W8485,C040,P014,2023-01-22,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W8486,C016,P016,2025-05-07,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W8487,C001,P012,2025-03-11,"Información suficiente, sin mayor novedad. OK.",1
W8488,C015,P016,2025-06-11,Pésima atención al cliente. No volvería a comprar.,5
W8489,C028,P014,2025-02-21,Gran relación calidad-precio. Muy recomendable.,5
W8490,C002,P019,2024-07-11,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8491,C034,P008,2025-01-11,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8492,C027,P015,2024-08-17,Gran relación calidad-precio. Muy recomendable.,5
W8493,C034,P004,2024-08-11,"Producto recibido, cumple su función. OK.",4
W8494,C017,P014,2023-11-28,Envío tardío y producto dañado. No volvería a comprar.,4
W8495,C002,P018,2024-06-05,Envío tardío y producto dañado. No volvería a comprar.,3
W8496,C001,P005,2024-06-15,"Es lo que esperaba, nada excepcional. OK.",4
W8497,C013,P016,2025-09-03,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W8498,C009,P002,2024-10-01,Satisface lo básico. OK.,2
W8499,C031,P004,2024-06-04,Envío tardío y producto dañado. No volvería a comprar.,5
W8500,C009,P010,2025-03-03,Satisface lo básico. OK.,1
W8501,C006,P009,2024-05-28,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8502,C024,P016,2024-03-12,"Información suficiente, sin mayor novedad. OK.",5
W8503,C034,P012,2023-02-26,"Información suficiente, sin mayor novedad. OK.",1
W8504,C026,P018,2023-12-01,Pésima atención al cliente. No volvería a comprar.,2
W8505,C019,P002,2025-12-09,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W8506,C019,P002,2023-10-19,"Calidad superior, muy contento. Muy recomendable.",2
W8507,C033,P005,2023-01-30,"Es lo que esperaba, nada excepcional. OK.",4
W8508,C030,P008,2024-06-27,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8509,C002,P011,2023-12-17,"Calidad superior, muy contento. Muy recomendable.",2
W8510,C015,P020,2024-03-11,"Entrega correcta, sin comentarios adicionales. OK.",4
W8511,C035,P014,2024-08-03,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8512,C040,P002,2024-05-29,Envío tardío y producto dañado. No volvería a comprar.,4
W8513,C015,P003,2024-08-13,"Es lo que esperaba, nada excepcional. OK.",4
W8514,C028,P001,2024-02-02,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8515,C007,P003,2023-10-25,Satisface lo básico. OK.,2
W8516,C008,P005,2024-08-04,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",4
W8517,C021,P007,2023-03-14,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8518,C035,P010,2025-03-21,"Entrega correcta, sin comentarios adicionales. OK.",2
W8519,C004,P016,2023-10-04,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W8520,C017,P011,2023-06-17,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",4
W8521,C037,P005,2025-06-09,"Entrega correcta, sin comentarios adicionales. OK.",3
W8522,C012,P008,2024-08-19,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",3
W8523,C038,P010,2025-06-22,"Es lo que esperaba, nada excepcional. OK.",5
W8524,C001,P012,2023-11-06,Pésima atención al cliente. No volvería a comprar.,5
W8525,C005,P008,2023-01-13,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",3
W8526,C029,P002,2024-01-25,Satisface lo básico. OK.,2
W8527,C012,P010,2024-01-26,"Calidad superior, muy contento. Muy recomendable.",1
W8528,C029,P020,2024-05-22,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8529,C007,P009,2025-04-26,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8530,C011,P003,2025-04-24,Satisface lo básico. OK.,1
W8531,C033,P017,2025-03-19,"Información suficiente, sin mayor novedad. OK.",4
W8532,C027,P004,2023-04-09,Gran relación calidad-precio. Muy recomendable.,4
W8533,C009,P012,2025-11-01,Pésima atención al cliente. No volvería a comprar.,5
W8534,C015,P012,2025-08-31,Pésima atención al cliente. No volvería a comprar.,5
W8535,C028,P013,2024-07-22,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",4
W8536,C015,P013,2023-09-28,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8537,C036,P011,2025-10-07,"Calidad superior, muy contento. Muy recomendable.",3
W8538,C019,P005,2023-08-05,"Entrega correcta, sin comentarios adicionales. OK.",3
W8539,C027,P018,2023-10-24,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8540,C038,P010,2024-10-20,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",2
W8541,C040,P002,2025-04-13,Envío tardío y producto dañado. No volvería a comprar.,4
W8542,C008,P007,2023-02-21,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8543,C002,P009,2023-09-15,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8544,C019,P020,2024-10-21,"Entrega correcta, sin comentarios adicionales. OK.",5
W8545,C024,P014,2023-07-12,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W8546,C002,P009,2023-03-03,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8547,C023,P011,2025-05-02,"Es lo que esperaba, nada excepcional. OK.",3
W8548,C011,P005,2024-06-11,"Calidad superior, muy contento. Muy recomendable.",2
W8549,C030,P020,2023-08-10,Gran relación calidad-precio. Muy recomendable.,2
W8550,C009,P016,2023-12-15,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8551,C033,P017,2023-01-18,"Información suficiente, sin mayor novedad. OK.",4
W8552,C038,P003,2025-05-09,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",5
W8553,C023,P011,2025-07-31,"Calidad superior, muy contento. Muy recomendable.",3
W8554,C023,P012,2025-02-10,"Información suficiente, sin mayor novedad. OK.",1
W8555,C019,P003,2024-11-30,Pésima atención al cliente. No volvería a comprar.,2
W8556,C026,P006,2023-08-25,Pésima atención al cliente. No volvería a comprar.,4
W8557,C022,P013,2024-08-05,Satisface lo básico. OK.,3
W8558,C011,P019,2023-06-26,"Calidad superior, muy contento. Muy recomendable.",3
W8559,C025,P003,2025-09-26,Satisface lo básico. OK.,2
W8560,C010,P005,2024-10-16,Envío tardío y producto dañado. No volvería a comprar.,5
W8561,C024,P008,2024-04-26,"Me encanta este producto, excelente calidad. Muy recomendable.",5
W8562,C021,P005,2024-02-01,"Calidad superior, muy contento. Muy recomendable.",2
W8563,C031,P005,2025-04-27,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8564,C015,P003,2023-10-20,Pésima atención al cliente. No volvería a comprar.,2
W8565,C036,P015,2024-04-06,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W8566,C027,P017,2024-07-12,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8567,C033,P009,2024-03-08,"No funciona como esperaba, decepcionado. No volvería a comprar.",4
W8568,C028,P005,2023-09-18,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8569,C013,P005,2025-05-26,"Me encanta este producto, excelente calidad. Muy recomendable.",5
W8570,C005,P008,2025-09-09,"Es lo que esperaba, nada excepcional. OK.",5
W8571,C002,P011,2025-08-14,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8572,C038,P002,2025-04-12,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W8573,C009,P007,2024-02-10,"Producto recibido, cumple su función. OK.",2
W8574,C011,P017,2024-01-23,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8575,C026,P005,2024-06-03,Envío tardío y producto dañado. No volvería a comprar.,5
W8576,C022,P019,2025-08-30,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8577,C023,P002,2024-08-12,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8578,C021,P011,2024-01-13,"Es lo que esperaba, nada excepcional. OK.",1
W8579,C027,P017,2023-08-05,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8580,C019,P003,2023-07-08,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",5
W8581,C005,P006,2025-04-08,"Entrega correcta, sin comentarios adicionales. OK.",2
W8582,C009,P013,2024-08-22,"Muy mala calidad, se rompió rápido. No volvería a comprar.",5
W8583,C017,P009,2024-04-16,"Información suficiente, sin mayor novedad. OK.",3
W8584,C025,P010,2024-12-10,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",2
W8585,C020,P004,2023-08-10,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W8586,C003,P020,2023-01-10,"Calidad superior, muy contento. Muy recomendable.",4
W8587,C018,P008,2025-07-08,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8588,C026,P002,2023-12-17,"No funciona como esperaba, decepcionado. No volvería a comprar.",1
W8589,C004,P019,2024-06-27,Gran relación calidad-precio. Muy recomendable.,1
W8590,C012,P003,2024-08-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8591,C006,P008,2024-07-21,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8592,C029,P016,2025-04-10,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8593,C036,P011,2023-12-05,"Calidad superior, muy contento. Muy recomendable.",3
W8594,C023,P010,2024-01-16,Pésima atención al cliente. No volvería a comprar.,1
W8595,C006,P005,2023-10-12,Gran relación calidad-precio. Muy recomendable.,1
W8596,C015,P010,2025-05-31,"Entrega correcta, sin comentarios adicionales. OK.",2
W8597,C010,P009,2024-10-02,Satisface lo básico. OK.,2
W8598,C008,P003,2023-05-25,Pésima atención al cliente. No volvería a comprar.,1
W8599,C028,P020,2023-04-02,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8600,C009,P003,2024-09-30,"Producto recibido, cumple su función. OK.",1
W8601,C004,P011,2024-06-02,"No funciona como esperaba, decepcionado. No volvería a comprar.",4
W8602,C006,P009,2023-09-07,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8603,C024,P008,2023-03-08,"Me encanta este producto, excelente calidad. Muy recomendable.",5
W8604,C010,P016,2025-06-16,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8605,C010,P002,2024-08-15,Gran relación calidad-precio. Muy recomendable.,1
W8606,C018,P015,2024-10-19,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8607,C024,P004,2023-11-19,"Producto recibido, cumple su función. OK.",5
W8608,C019,P014,2024-02-03,Envío tardío y producto dañado. No volvería a comprar.,4
W8609,C003,P003,2024-06-07,"Producto recibido, cumple su función. OK.",1
W8610,C009,P011,2023-10-13,"Es lo que esperaba, nada excepcional. OK.",1
W8611,C039,P013,2024-04-03,Satisface lo básico. OK.,3
W8612,C040,P011,2023-05-26,"Calidad superior, muy contento. Muy recomendable.",2
W8613,C006,P013,2023-02-18,Satisface lo básico. OK.,3
W8614,C006,P008,2024-12-16,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8615,C007,P005,2025-07-24,"Producto recibido, cumple su función. OK.",4
W8616,C001,P007,2024-07-26,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8617,C036,P013,2024-06-12,"Calidad superior, muy contento. Muy recomendable.",3
W8618,C011,P003,2024-03-14,"Es lo que esperaba, nada excepcional. OK.",4
W8619,C015,P020,2025-08-30,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8620,C032,P009,2025-07-20,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8621,C013,P015,2023-04-28,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8622,C028,P006,2025-05-18,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8623,C011,P003,2023-12-10,Gran relación calidad-precio. Muy recomendable.,4
W8624,C015,P010,2024-08-20,Satisface lo básico. OK.,1
W8625,C026,P015,2025-08-05,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8626,C015,P011,2024-05-31,"Calidad superior, muy contento. Muy recomendable.",3
W8627,C009,P011,2023-04-12,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8628,C037,P003,2024-08-04,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",2
W8629,C033,P009,2024-06-13,"Información suficiente, sin mayor novedad. OK.",3
W8630,C013,P002,2024-03-31,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8631,C039,P017,2025-08-15,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8632,C003,P007,2025-07-18,"Producto recibido, cumple su función. OK.",2
W8633,C028,P002,2025-01-19,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8634,C016,P008,2023-10-30,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8635,C022,P013,2023-10-09,Satisface lo básico. OK.,4
W8636,C027,P011,2025-02-05,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W8637,C034,P011,2024-10-11,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8638,C031,P006,2025-04-19,Pésima atención al cliente. No volvería a comprar.,4
W8639,C035,P016,2024-05-04,Gran relación calidad-precio. Muy recomendable.,5
W8640,C012,P003,2024-11-22,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",5
W8641,C040,P014,2023-07-28,"Muy mala calidad, se rompió rápido. No volvería a comprar.",5
W8642,C010,P015,2024-08-01,Pésima atención al cliente. No volvería a comprar.,5
W8643,C005,P004,2023-01-08,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W8644,C037,P016,2024-04-12,"Me encanta este producto, excelente calidad. Muy recomendable.",2
W8645,C031,P014,2025-11-14,"Producto recibido, cumple su función. OK.",5
W8646,C018,P003,2024-01-26,"Entrega correcta, sin comentarios adicionales. OK.",5
W8647,C006,P011,2024-06-14,"Me encanta este producto, excelente calidad. Muy recomendable.",4
W8648,C017,P018,2023-03-27,Envío tardío y producto dañado. No volvería a comprar.,3
W8649,C027,P017,2023-02-21,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8650,C024,P003,2025-10-05,"Entrega correcta, sin comentarios adicionales. OK.",5
W8651,C031,P003,2025-06-28,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8652,C009,P013,2023-01-30,"Muy mala calidad, se rompió rápido. No volvería a comprar.",5
W8653,C019,P005,2024-01-16,"Calidad superior, muy contento. Muy recomendable.",1
W8654,C019,P005,2023-10-03,"Calidad superior, muy contento. Muy recomendable.",1
W8655,C039,P011,2025-07-11,"No funciona como esperaba, decepcionado. No volvería a comprar.",4
W8656,C002,P019,2024-07-13,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8657,C029,P015,2023-09-17,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W8658,C027,P010,2025-07-14,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8659,C024,P014,2025-10-27,"No funciona como esperaba, decepcionado. No volvería a comprar.",5
W8660,C015,P005,2025-06-17,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8661,C012,P015,2023-06-09,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8662,C031,P004,2024-06-06,Envío tardío y producto dañado. No volvería a comprar.,5
W8663,C039,P002,2025-04-04,Satisface lo básico. OK.,1
W8664,C025,P020,2024-07-27,"Calidad superior, muy contento. Muy recomendable.",4
W8665,C035,P018,2023-12-22,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W8666,C020,P011,2024-09-07,"Calidad superior, muy contento. Muy recomendable.",2
W8667,C025,P005,2025-03-19,Gran relación calidad-precio. Muy recomendable.,1
W8668,C002,P007,2023-07-04,Pésima atención al cliente. No volvería a comprar.,4
W8669,C035,P001,2025-09-12,"Es lo que esperaba, nada excepcional. OK.",1
W8670,C031,P014,2024-08-21,"Información suficiente, sin mayor novedad. OK.",5
W8671,C019,P005,2025-03-04,"Calidad superior, muy contento. Muy recomendable.",1
W8672,C017,P012,2024-07-13,Satisface lo básico. OK.,4
W8673,C016,P009,2023-11-11,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8674,C007,P008,2024-01-25,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8675,C032,P011,2025-11-21,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",4
W8676,C030,P006,2023-05-07,"Entrega correcta, sin comentarios adicionales. OK.",2
W8677,C005,P013,2024-04-15,"Información suficiente, sin mayor novedad. OK.",2
W8678,C024,P005,2023-08-18,"Me encanta este producto, excelente calidad. Muy recomendable.",5
W8679,C035,P015,2023-10-31,"Muy mala calidad, se rompió rápido. No volvería a comprar.",3
W8680,C027,P017,2025-01-12,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W8681,C022,P014,2024-10-15,Envío tardío y producto dañado. No volvería a comprar.,4
W8682,C020,P010,2025-05-31,Pésima atención al cliente. No volvería a comprar.,1
W8683,C011,P002,2024-04-04,Envío tardío y producto dañado. No volvería a comprar.,4
W8684,C040,P011,2023-01-19,"Calidad superior, muy contento. Muy recomendable.",2
W8685,C002,P009,2023-08-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8686,C040,P017,2024-07-29,Gran relación calidad-precio. Muy recomendable.,5
W8687,C030,P016,2023-02-11,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W8688,C001,P020,2023-06-15,"Producto recibido, cumple su función. OK.",4
W8689,C035,P015,2025-12-07,Satisface lo básico. OK.,5
W8690,C040,P002,2024-10-03,Satisface lo básico. OK.,2
W8691,C040,P017,2024-01-24,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8692,C015,P010,2025-10-02,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",2
W8693,C031,P003,2023-06-09,"Entrega correcta, sin comentarios adicionales. OK.",5
W8694,C004,P010,2025-08-16,Pésima atención al cliente. No volvería a comprar.,1
W8695,C007,P018,2024-02-24,Pésima atención al cliente. No volvería a comprar.,5
W8696,C013,P002,2025-08-05,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8697,C027,P013,2024-07-21,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8698,C001,P010,2023-09-02,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",2
W8699,C036,P009,2024-11-19,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8700,C007,P008,2023-01-12,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",1
W8701,C029,P002,2025-01-19,Satisface lo básico. OK.,2
W8702,C004,P002,2023-04-28,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W8703,C030,P008,2025-11-06,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8704,C024,P017,2023-06-21,Producto llegó rápido y funciona perfecto. Muy recomendable.,1
W8705,C037,P008,2024-03-05,"Es lo que esperaba, nada excepcional. OK.",5
W8706,C040,P005,2023-02-16,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8707,C027,P006,2024-09-24,Pésima atención al cliente. No volvería a comprar.,4
W8708,C030,P006,2023-06-14,"Entrega correcta, sin comentarios adicionales. OK.",2
W8709,C036,P007,2025-01-24,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",1
W8710,C024,P009,2025-12-15,"Entrega correcta, sin comentarios adicionales. OK.",4
W8711,C037,P002,2025-07-16,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W8712,C029,P007,2025-08-08,Pésima atención al cliente. No volvería a comprar.,4
W8713,C035,P018,2025-09-18,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W8714,C022,P012,2023-06-16,Envío tardío y producto dañado. No volvería a comprar.,5
W8715,C026,P002,2024-05-03,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8716,C002,P011,2024-08-13,"Es lo que esperaba, nada excepcional. OK.",1
W8717,C020,P020,2025-02-14,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8718,C007,P015,2023-08-21,Satisface lo básico. OK.,5
W8719,C037,P004,2025-03-27,Gran relación calidad-precio. Muy recomendable.,4
W8720,C031,P005,2023-10-21,Gran relación calidad-precio. Muy recomendable.,1
W8721,C004,P005,2023-06-04,Gran relación calidad-precio. Muy recomendable.,2
W8722,C007,P010,2023-02-14,Pésima atención al cliente. No volvería a comprar.,1
W8723,C040,P012,2025-03-04,"Producto recibido, cumple su función. OK.",2
W8724,C032,P014,2024-12-30,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8725,C035,P006,2024-07-08,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8726,C031,P012,2024-12-30,Envío tardío y producto dañado. No volvería a comprar.,5
W8727,C034,P008,2024-09-26,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8728,C030,P005,2025-10-21,"Me encanta este producto, excelente calidad. Muy recomendable.",3
W8729,C020,P020,2024-03-16,"Es lo que esperaba, nada excepcional. OK.",1
W8730,C038,P014,2024-12-17,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8731,C003,P016,2024-07-10,"Entrega correcta, sin comentarios adicionales. OK.",1
W8732,C018,P015,2023-10-13,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8733,C022,P005,2024-07-14,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8734,C008,P001,2024-11-13,Satisface lo básico. OK.,4
W8735,C034,P008,2023-11-08,"Me encanta este producto, excelente calidad. Muy recomendable.",1
W8736,C037,P003,2025-01-25,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8737,C040,P010,2025-08-18,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",4
W8738,C007,P005,2025-03-15,"Entrega correcta, sin comentarios adicionales. OK.",3
W8739,C017,P020,2025-06-02,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8740,C022,P004,2025-07-15,"Producto recibido, cumple su función. OK.",2
W8741,C016,P016,2023-06-11,"Calidad superior, muy contento. Muy recomendable.",3
W8742,C025,P014,2024-04-30,Gran relación calidad-precio. Muy recomendable.,5
W8743,C038,P014,2025-03-20,"Información suficiente, sin mayor novedad. OK.",5
W8744,C021,P013,2025-05-04,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",4
W8745,C038,P005,2024-11-07,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",4
W8746,C020,P018,2025-08-31,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W8747,C015,P004,2023-06-17,"Producto recibido, cumple su función. OK.",5
W8748,C011,P003,2023-02-21,Producto llegó rápido y funciona perfecto. Muy recomendable.,5
W8749,C024,P015,2024-11-25,Pésima atención al cliente. No volvería a comprar.,5
W8750,C022,P006,2023-09-15,"Calidad superior, muy contento. Muy recomendable.",4
W8751,C025,P007,2024-12-13,Producto llegó rápido y funciona perfecto. Muy recomendable.,3
W8752,C032,P018,2023-04-17,Envío tardío y producto dañado. No volvería a comprar.,3
W8753,C008,P008,2023-11-15,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8754,C018,P011,2024-02-19,"Es lo que esperaba, nada excepcional. OK.",1
W8755,C035,P018,2023-08-02,Producto llegó rápido y funciona perfecto. Muy recomendable.,2
W8756,C007,P016,2025-03-21,Producto llegó rápido y funciona perfecto. Muy recomendable.,4
W8757,C035,P016,2025-04-08,"Muy satisfecho con la compra, lo recomiendo. Muy recomendable.",3
W8758,C005,P017,2025-01-24,"No funciona como esperaba, decepcionado. No volvería a comprar.",2
W8759,C037,P009,2024-04-16,"Producto recibido, cumple su función. OK.",4
W8760,C002,P010,2024-12-07,Gran relación calidad-precio. Muy recomendable.,1
W8761,C015,P013,2025-03-04,Satisface lo básico. OK.,4
W8762,C006,P008,2024-11-19,"No cumple con lo anunciado, insatisfecho. No volvería a comprar.",5
W8763,C005,P005,2025-12-19,Envío tardío y producto dañado. No volvería a comprar.,5
W8764,C032,P006,2024-09-05,Envío tardío y producto dañado. No volvería a comprar.,4
