IdComment,IdCliente,IdProducto,Fuente,Fecha,Comentario
T7572,C018,P016,Facebook,2023-07-07,"Es lo que esperaba, nada excepcional"
T7573,C008,P001,Instagram,2023-08-08,Satisface lo básico
T7574,C010,P008,Twitter,2024-06-01,Satisface lo básico
T7575,C010,P010,Instagram,2024-02-11,"Entrega correcta, sin comentarios adicionales"
T7576,C027,P007,Instagram,2025-07-04,"Calidad superior, muy contento"
T7577,C006,P012,Instagram,2025-09-04,Producto llegó rápido y funciona perfecto
T7578,C008,P005,Instagram,2024-11-22,"Me encanta este producto, excelente calidad"
T7579,C028,P003,Instagram,2025-11-07,Envío tardío y producto dañado
T7580,,P013,Twitter,2024-12-08,Gran relación calidad-precio
T7581,,P007,Instagram,2025-12-22,"Calidad superior, muy contento"
T7582,C006,P014,Twitter,2025-01-11,"Producto recibido, cumple su función"
T7583,,P008,Twitter,2024-05-06,"Entrega correcta, sin comentarios adicionales"
T7584,,P003,Instagram,2024-09-17,"Muy satisfecho con la compra, lo recomiendo"
T7585,C017,P011,Instagram,2023-02-11,"Entrega correcta, sin comentarios adicionales"
T7586,C028,P008,Instagram,2025-02-09,Gran relación calidad-precio
T7587,C027,P020,Twitter,2025-01-12,"Me encanta este producto, excelente calidad"
T7588,C003,P002,Facebook,2024-04-28,"No funciona como esperaba, decepcionado"
T7589,C033,P015,Instagram,2024-12-31,"Muy mala calidad, se rompió rápido"
T7590,C030,P015,Facebook,2024-03-12,Pésima atención al cliente
T7591,C022,P007,Twitter,2024-08-02,Producto llegó rápido y funciona perfecto
T7592,C005,P007,Twitter,2024-05-05,Pésima atención al cliente
T7593,C015,P005,Facebook,2024-10-01,Satisface lo básico
T7594,C019,P012,Instagram,2025-08-01,Pésima atención al cliente
T7595,C026,P006,Facebook,2025-05-07,"Muy satisfecho con la compra, lo recomiendo"
T7596,C029,P008,Instagram,2025-12-16,Gran relación calidad-precio
T7597,C003,P013,Twitter,2025-01-16,Gran relación calidad-precio
T7598,C038,P005,Instagram,2023-11-07,"Me encanta este producto, excelente calidad"
T7599,C026,P013,Instagram,2025-11-13,"No funciona como esperaba, decepcionado"
T7600,C038,P003,Instagram,2025-11-21,"Producto recibido, cumple su función"
T7601,C025,P019,Instagram,2023-08-29,Satisface lo básico
T7602,C036,P002,Instagram,2025-05-30,Envío tardío y producto dañado
T7603,C036,P016,Facebook,2024-08-23,"No cumple con lo anunciado, insatisfecho"
T7604,C037,P013,Twitter,2023-10-26,Gran relación calidad-precio
T7605,,P015,Instagram,2024-02-29,"Es lo que esperaba, nada excepcional"
T7606,C006,P001,Twitter,2024-01-14,"Información suficiente, sin mayor novedad"
T7607,C017,P014,Twitter,2025-07-28,Producto llegó rápido y funciona perfecto
T7608,C010,P002,Twitter,2024-07-03,"Muy satisfecho con la compra, lo recomiendo"
T7609,C004,P004,Instagram,2024-02-15,Producto llegó rápido y funciona perfecto
T7610,C030,P011,Instagram,2024-10-25,"Calidad superior, muy contento"
T7611,C037,P016,Instagram,2023-11-18,Gran relación calidad-precio
T7612,C029,P013,Facebook,2025-01-15,"Calidad superior, muy contento"
T7613,C015,P010,Twitter,2025-09-01,"Producto recibido, cumple su función"
T7614,,P010,Twitter,2023-12-23,Envío tardío y producto dañado
T7615,C011,P005,Instagram,2024-03-23,"Calidad superior, muy contento"
T7616,C022,P002,Twitter,2024-11-05,"Muy satisfecho con la compra, lo recomiendo"
T7617,C010,P003,Facebook,2024-10-04,Envío tardío y producto dañado
T7618,C039,P012,Instagram,2025-08-02,Gran relación calidad-precio
T7619,C023,P001,Facebook,2024-05-22,Producto llegó rápido y funciona perfecto
T7620,C014,P007,Facebook,2024-08-22,"Calidad superior, muy contento"
T7621,C011,P002,Facebook,2023-11-05,Pésima atención al cliente
T7622,C025,P016,Instagram,2024-05-13,Gran relación calidad-precio
T7623,C025,P012,Instagram,2023-08-01,Producto llegó rápido y funciona perfecto
T7624,C032,P008,Facebook,2025-09-05,"Entrega correcta, sin comentarios adicionales"
T7625,C032,P002,Twitter,2023-10-31,"No funciona como esperaba, decepcionado"
T7626,C002,P013,Instagram,2025-03-01,"Muy mala calidad, se rompió rápido"
T7627,,P006,Twitter,2024-09-06,"Información suficiente, sin mayor novedad"
T7628,C006,P011,Instagram,2023-10-02,"Entrega correcta, sin comentarios adicionales"
T7629,C037,P013,Instagram,2023-10-11,Gran relación calidad-precio
T7630,C024,P015,Instagram,2025-04-12,"Entrega correcta, sin comentarios adicionales"
T7631,C025,P008,Facebook,2023-07-05,Producto llegó rápido y funciona perfecto
T7632,C028,P001,Facebook,2025-07-22,Satisface lo básico
T7633,C006,P003,Facebook,2024-04-28,Envío tardío y producto dañado
T7634,C007,P006,Instagram,2023-04-21,"Es lo que esperaba, nada excepcional"
T7635,C038,P005,Instagram,2024-06-11,"Me encanta este producto, excelente calidad"
T7636,C031,P001,Instagram,2024-02-09,Satisface lo básico
T7637,C029,P016,Instagram,2025-07-14,"Muy mala calidad, se rompió rápido"
T7638,C026,P019,Instagram,2023-11-02,Gran relación calidad-precio
T7639,,P004,Facebook,2024-07-02,"Es lo que esperaba, nada excepcional"
T7640,C036,P017,Twitter,2025-08-28,"No funciona como esperaba, decepcionado"
T7641,C031,P017,Instagram,2023-05-28,"Es lo que esperaba, nada excepcional"
T7642,,P011,Facebook,2025-05-13,Pésima atención al cliente
T7643,C032,P010,Twitter,2025-11-11,Envío tardío y producto dañado
T7644,C014,P016,Instagram,2025-07-31,"Calidad superior, muy contento"
T7645,C008,P011,Instagram,2025-07-25,"Calidad superior, muy contento"
T7646,C030,P004,Twitter,2023-02-09,"Calidad superior, muy contento"
T7647,C039,P010,Facebook,2024-07-10,"Muy satisfecho con la compra, lo recomiendo"
T7648,C040,P008,Facebook,2024-05-28,Producto llegó rápido y funciona perfecto
T7649,C003,P010,Facebook,2025-03-10,"Muy satisfecho con la compra, lo recomiendo"
T7650,C032,P013,Instagram,2023-02-26,"Muy mala calidad, se rompió rápido"
T7651,C009,P017,Facebook,2023-10-03,Producto llegó rápido y funciona perfecto
T7652,C019,P013,Facebook,2023-12-01,"Calidad superior, muy contento"
T7653,C021,P017,Instagram,2025-07-25,"Es lo que esperaba, nada excepcional"
T7654,,P010,Facebook,2024-12-22,"No cumple con lo anunciado, insatisfecho"
T7655,C033,P004,Facebook,2023-07-05,"Es lo que esperaba, nada excepcional"
T7656,C020,P005,Facebook,2024-01-07,"Muy satisfecho con la compra, lo recomiendo"
T7657,C037,P005,Twitter,2025-02-24,Producto llegó rápido y funciona perfecto
T7658,C008,P007,Twitter,2023-02-20,Producto llegó rápido y funciona perfecto
T7659,C016,P008,Facebook,2023-11-24,Producto llegó rápido y funciona perfecto
T7660,C015,P010,Facebook,2025-09-06,"Muy satisfecho con la compra, lo recomiendo"
T7661,C006,P015,Twitter,2024-05-23,"Muy mala calidad, se rompió rápido"
T7662,C022,P010,Twitter,2023-10-13,"Producto recibido, cumple su función"
T7663,C026,P013,Instagram,2025-07-20,Gran relación calidad-precio
T7664,,P019,Instagram,2025-05-19,Satisface lo básico
T7665,C030,P004,Twitter,2023-12-05,"Calidad superior, muy contento"
T7666,C003,P008,Instagram,2025-08-28,"Producto recibido, cumple su función"
T7667,C026,P013,Instagram,2024-11-23,"No funciona como esperaba, decepcionado"
T7668,C027,P016,Facebook,2024-03-14,"Es lo que esperaba, nada excepcional"
T7669,,P006,Instagram,2023-07-19,"Es lo que esperaba, nada excepcional"
T7670,C018,P013,Instagram,2025-03-01,"No cumple con lo anunciado, insatisfecho"
T7671,C021,P002,Instagram,2024-12-29,"Muy satisfecho con la compra, lo recomiendo"
T7672,,P008,Instagram,2023-07-30,Gran relación calidad-precio
T7673,,P020,Facebook,2025-08-23,Gran relación calidad-precio
T7674,C002,P007,Twitter,2023-10-22,Pésima atención al cliente
T7675,C004,P004,Twitter,2024-03-14,Gran relación calidad-precio
T7676,C006,P011,Facebook,2025-04-23,Producto llegó rápido y funciona perfecto
T7677,C037,P015,Facebook,2023-12-21,"Muy satisfecho con la compra, lo recomiendo"
T7678,C004,P006,Twitter,2023-07-25,"Información suficiente, sin mayor novedad"
T7679,C036,P012,Instagram,2024-05-30,"Muy satisfecho con la compra, lo recomiendo"
T7680,C027,P004,Twitter,2025-11-09,"Entrega correcta, sin comentarios adicionales"
T7681,,P020,Facebook,2023-03-02,"No cumple con lo anunciado, insatisfecho"
T7682,C014,P012,Instagram,2024-08-11,Gran relación calidad-precio
T7683,C027,P020,Instagram,2024-03-11,"Calidad superior, muy contento"
T7684,,P015,Twitter,2023-06-18,"Me encanta este producto, excelente calidad"
T7685,C005,P020,Twitter,2024-04-29,"Muy mala calidad, se rompió rápido"
T7686,C018,P005,Twitter,2024-02-13,"Me encanta este producto, excelente calidad"
T7687,C023,P018,Facebook,2023-03-13,Gran relación calidad-precio
T7688,C028,P003,Instagram,2023-02-14,Envío tardío y producto dañado
T7689,C040,P002,Instagram,2025-08-25,"Me encanta este producto, excelente calidad"
T7690,,P020,Twitter,2023-10-22,"Muy mala calidad, se rompió rápido"
T7691,C020,P015,Twitter,2024-07-19,"Me encanta este producto, excelente calidad"
T7692,C010,P008,Instagram,2025-06-16,"Producto recibido, cumple su función"
T7693,C019,P020,Facebook,2024-12-30,"Producto recibido, cumple su función"
T7694,C022,P014,Instagram,2023-08-30,Satisface lo básico
T7695,C026,P003,Twitter,2023-11-29,"Calidad superior, muy contento"
T7696,,P011,Twitter,2025-09-20,"Información suficiente, sin mayor novedad"
T7697,C017,P010,Facebook,2025-04-29,"No cumple con lo anunciado, insatisfecho"
T7698,C008,P016,Twitter,2024-01-13,"Me encanta este producto, excelente calidad"
T7699,C027,P010,Twitter,2024-03-04,"Producto recibido, cumple su función"
T7700,C036,P003,Twitter,2025-08-12,"Muy mala calidad, se rompió rápido"
T7701,C036,P008,Instagram,2024-10-17,"Producto recibido, cumple su función"
T7702,C008,P015,Twitter,2024-08-01,"Muy mala calidad, se rompió rápido"
T7703,C035,P001,Facebook,2023-08-10,Producto llegó rápido y funciona perfecto
T7704,C028,P003,Instagram,2024-05-21,Envío tardío y producto dañado
T7705,C020,P016,Facebook,2024-05-30,"Es lo que esperaba, nada excepcional"
T7706,C033,P019,Facebook,2023-07-09,Gran relación calidad-precio
T7707,C005,P007,Twitter,2025-09-20,Pésima atención al cliente
T7708,C022,P014,Instagram,2024-04-19,"Calidad superior, muy contento"
T7709,C032,P005,Facebook,2023-08-10,Pésima atención al cliente
T7710,C031,P019,Instagram,2025-01-06,Satisface lo básico
T7711,C017,P006,Facebook,2025-08-28,"Muy satisfecho con la compra, lo recomiendo"
T7712,C013,P012,Instagram,2025-12-15,Producto llegó rápido y funciona perfecto
T7713,C029,P005,Twitter,2024-03-30,"Me encanta este producto, excelente calidad"
T7714,,P013,Twitter,2024-08-18,Producto llegó rápido y funciona perfecto
T7715,C026,P015,Twitter,2023-12-12,"Me encanta este producto, excelente calidad"
T7716,C003,P018,Facebook,2023-04-10,"Es lo que esperaba, nada excepcional"
T7717,C003,P008,Twitter,2025-10-17,"Me encanta este producto, excelente calidad"
T7718,C020,P014,Facebook,2024-05-13,Gran relación calidad-precio
T7719,C036,P017,Twitter,2023-04-19,"No funciona como esperaba, decepcionado"
T7720,C014,P013,Twitter,2025-06-12,Satisface lo básico
T7721,,P007,Instagram,2025-01-10,"Producto recibido, cumple su función"
T7722,,P010,Instagram,2023-06-14,"Muy satisfecho con la compra, lo recomiendo"
T7723,C037,P008,Twitter,2025-08-13,Satisface lo básico
T7724,C022,P010,Facebook,2023-09-30,"No cumple con lo anunciado, insatisfecho"
T7725,C028,P001,Twitter,2025-10-07,"Información suficiente, sin mayor novedad"
T7726,C025,P010,Facebook,2023-10-10,"Calidad superior, muy contento"
T7727,C002,P015,Twitter,2023-08-11,Producto llegó rápido y funciona perfecto
T7728,C004,P017,Facebook,2023-04-27,Gran relación calidad-precio
T7729,,P011,Facebook,2023-04-03,Pésima atención al cliente
T7730,,P010,Facebook,2025-09-12,Gran relación calidad-precio
T7731,C030,P007,Twitter,2025-10-04,Producto llegó rápido y funciona perfecto
T7732,C006,P011,Facebook,2023-01-13,Pésima atención al cliente
T7733,C006,P011,Instagram,2024-03-10,"Entrega correcta, sin comentarios adicionales"
T7734,,P020,Twitter,2023-12-12,"Muy mala calidad, se rompió rápido"
T7735,C037,P012,Instagram,2023-05-27,Gran relación calidad-precio
T7736,C012,P013,Instagram,2025-10-18,"No cumple con lo anunciado, insatisfecho"
T7737,C030,P001,Twitter,2024-02-09,"Información suficiente, sin mayor novedad"
T7738,C004,P014,Instagram,2024-04-28,"Entrega correcta, sin comentarios adicionales"
T7739,C003,P002,Twitter,2024-03-02,"Muy satisfecho con la compra, lo recomiendo"
T7740,C004,P005,Instagram,2024-06-04,"Muy satisfecho con la compra, lo recomiendo"
T7741,,P005,Facebook,2024-02-15,"No cumple con lo anunciado, insatisfecho"
T7742,C004,P002,Facebook,2024-05-01,Pésima atención al cliente
T7743,,P007,Twitter,2023-06-16,Producto llegó rápido y funciona perfecto
T7744,C013,P016,Facebook,2025-05-08,"Producto recibido, cumple su función"
T7745,C030,P020,Facebook,2025-11-09,"No funciona como esperaba, decepcionado"
T7746,C028,P012,Instagram,2025-08-17,"Muy satisfecho con la compra, lo recomiendo"
T7747,C029,P005,Facebook,2023-03-15,"No cumple con lo anunciado, insatisfecho"
T7748,C017,P012,Facebook,2024-07-08,Gran relación calidad-precio
T7749,C030,P017,Instagram,2023-07-18,"Me encanta este producto, excelente calidad"
T7750,C036,P010,Instagram,2025-05-15,"Me encanta este producto, excelente calidad"
T7751,C036,P010,Instagram,2024-09-25,"Información suficiente, sin mayor novedad"
T7752,C040,P013,Facebook,2025-06-13,Gran relación calidad-precio
T7753,C033,P010,Twitter,2024-04-28,"Producto recibido, cumple su función"
T7754,C022,P018,Facebook,2023-10-31,"Es lo que esperaba, nada excepcional"
T7755,,P016,Twitter,2023-10-14,"Información suficiente, sin mayor novedad"
T7756,C035,P002,Facebook,2025-06-20,"No funciona como esperaba, decepcionado"
T7757,C019,P013,Instagram,2024-08-14,"No cumple con lo anunciado, insatisfecho"
T7758,C025,P004,Twitter,2025-12-07,"Entrega correcta, sin comentarios adicionales"
T7759,,P015,Facebook,2024-05-07,Envío tardío y producto dañado
T7760,C033,P005,Instagram,2024-07-25,"Me encanta este producto, excelente calidad"
T7761,C021,P013,Instagram,2023-07-09,Gran relación calidad-precio
T7762,C036,P002,Twitter,2023-11-11,"Muy mala calidad, se rompió rápido"
T7763,C024,P002,Instagram,2025-09-20,"Me encanta este producto, excelente calidad"
T7764,C009,P011,Facebook,2024-12-06,"Me encanta este producto, excelente calidad"
T7765,C014,P010,Twitter,2025-02-06,"Producto recibido, cumple su función"
T7766,C037,P004,Twitter,2024-12-09,"Entrega correcta, sin comentarios adicionales"
T7767,C036,P016,Twitter,2023-04-29,"Información suficiente, sin mayor novedad"
T7768,C019,P005,Facebook,2025-06-06,Satisface lo básico
T7769,C011,P016,Facebook,2023-06-30,"No cumple con lo anunciado, insatisfecho"
T7770,C030,P004,Twitter,2023-09-03,"Calidad superior, muy contento"
T7771,C011,P016,Instagram,2023-07-15,"Calidad superior, muy contento"
T7772,C013,P010,Facebook,2024-08-14,"Calidad superior, muy contento"
T7773,C008,P012,Facebook,2024-03-04,Gran relación calidad-precio
T7774,C040,P011,Facebook,2025-05-21,"Muy satisfecho con la compra, lo recomiendo"
T7775,C022,P012,Instagram,2023-10-29,"Muy satisfecho con la compra, lo recomiendo"
T7776,C028,P005,Facebook,2024-02-03,Satisface lo básico
T7777,,P012,Instagram,2025-08-25,Producto llegó rápido y funciona perfecto
T7778,C011,P017,Facebook,2025-02-02,"Calidad superior, muy contento"
T7779,C025,P012,Instagram,2025-06-02,Gran relación calidad-precio
T7780,,P007,Twitter,2025-02-05,Producto llegó rápido y funciona perfecto
T7781,C030,P020,Facebook,2024-07-22,Gran relación calidad-precio
T7782,C017,P001,Instagram,2023-11-24,Satisface lo básico
T7783,C013,P006,Instagram,2023-01-03,"No cumple con lo anunciado, insatisfecho"
T7784,C019,P012,Twitter,2025-02-19,"No funciona como esperaba, decepcionado"
T7785,C010,P001,Twitter,2023-08-01,"Información suficiente, sin mayor novedad"
T7786,,P006,Instagram,2023-05-01,"Es lo que esperaba, nada excepcional"
T7787,C013,P013,Twitter,2023-08-27,"Me encanta este producto, excelente calidad"
T7788,C030,P004,Twitter,2023-08-20,"Entrega correcta, sin comentarios adicionales"
T7789,C028,P015,Facebook,2023-10-10,"Muy satisfecho con la compra, lo recomiendo"
T7790,C003,P010,Facebook,2024-07-09,"Calidad superior, muy contento"
T7791,C015,P007,Twitter,2025-01-28,Pésima atención al cliente
T7792,C019,P004,Twitter,2023-08-11,Gran relación calidad-precio
T7793,C026,P020,Twitter,2024-01-21,"Me encanta este producto, excelente calidad"
T7794,C040,P020,Facebook,2025-07-12,"Producto recibido, cumple su función"
T7795,C018,P010,Facebook,2023-05-26,"Muy satisfecho con la compra, lo recomiendo"
T7796,C031,P001,Facebook,2024-02-03,Satisface lo básico
T7797,C026,P020,Twitter,2024-04-16,"Me encanta este producto, excelente calidad"
T7798,C009,P016,Instagram,2023-09-09,Gran relación calidad-precio
T7799,C026,P013,Instagram,2023-01-01,"No funciona como esperaba, decepcionado"
T7800,,P012,Instagram,2025-04-05,"Muy satisfecho con la compra, lo recomiendo"
T7801,C020,P018,Facebook,2025-03-01,"Información suficiente, sin mayor novedad"
T7802,C008,P008,Instagram,2023-05-22,"Producto recibido, cumple su función"
T7803,C017,P010,Instagram,2023-01-02,Gran relación calidad-precio
T7804,C006,P007,Instagram,2023-03-07,"Producto recibido, cumple su función"
T7805,,P012,Instagram,2023-07-29,"Es lo que esperaba, nada excepcional"
T7806,C039,P013,Instagram,2023-02-23,"No cumple con lo anunciado, insatisfecho"
T7807,C037,P005,Twitter,2025-08-30,Producto llegó rápido y funciona perfecto
T7808,C017,P001,Instagram,2024-11-21,Satisface lo básico
T7809,C023,P014,Instagram,2023-04-25,Satisface lo básico
T7810,C040,P013,Twitter,2023-09-06,Gran relación calidad-precio
T7811,C009,P017,Facebook,2023-02-01,"Muy mala calidad, se rompió rápido"
T7812,C026,P013,Instagram,2023-06-07,"No cumple con lo anunciado, insatisfecho"
T7813,C008,P008,Twitter,2024-12-12,Producto llegó rápido y funciona perfecto
T7814,C023,P002,Twitter,2023-09-18,Gran relación calidad-precio
T7815,C007,P003,Instagram,2025-01-10,"Información suficiente, sin mayor novedad"
T7816,C006,P019,Instagram,2025-10-27,Gran relación calidad-precio
T7817,,P005,Facebook,2023-12-21,"Entrega correcta, sin comentarios adicionales"
T7818,C037,P010,Instagram,2024-03-30,"Información suficiente, sin mayor novedad"
T7819,C012,P004,Twitter,2023-09-19,Gran relación calidad-precio
T7820,C022,P002,Twitter,2023-04-14,"Muy satisfecho con la compra, lo recomiendo"
T7821,C024,P011,Instagram,2024-10-11,"Entrega correcta, sin comentarios adicionales"
T7822,C019,P003,Instagram,2025-12-01,Envío tardío y producto dañado
T7823,C036,P008,Twitter,2023-06-15,"Entrega correcta, sin comentarios adicionales"
T7824,C005,P015,Facebook,2024-07-16,Pésima atención al cliente
T7825,C019,P005,Facebook,2023-10-16,Envío tardío y producto dañado
T7826,,P012,Facebook,2025-06-17,Gran relación calidad-precio
T7827,C036,P013,Instagram,2023-05-27,"Es lo que esperaba, nada excepcional"
T7828,C015,P002,Facebook,2024-02-02,"No funciona como esperaba, decepcionado"
T7829,C004,P003,Instagram,2025-03-28,"Entrega correcta, sin comentarios adicionales"
T7830,,P008,Instagram,2024-11-11,Gran relación calidad-precio
T7831,C036,P002,Twitter,2024-09-03,"Muy mala calidad, se rompió rápido"
T7832,C039,P017,Twitter,2023-03-21,Gran relación calidad-precio
T7833,C027,P013,Twitter,2023-04-23,Satisface lo básico
T7834,C019,P003,Facebook,2023-11-04,Envío tardío y producto dañado
T7835,,P007,Facebook,2024-09-04,Pésima atención al cliente
T7836,C008,P017,Instagram,2024-10-24,"Me encanta este producto, excelente calidad"
T7837,C010,P002,Instagram,2024-10-06,Envío tardío y producto dañado
T7838,C004,P003,Instagram,2024-04-25,"Entrega correcta, sin comentarios adicionales"
T7839,,P012,Instagram,2024-11-23,"Es lo que esperaba, nada excepcional"
T7840,C014,P007,Instagram,2025-01-12,"Calidad superior, muy contento"
T7841,C010,P008,Twitter,2024-09-03,"Me encanta este producto, excelente calidad"
T7842,C033,P005,Facebook,2023-03-27,Satisface lo básico
T7843,C008,P001,Facebook,2025-09-15,Satisface lo básico
T7844,C039,P017,Twitter,2023-03-31,Gran relación calidad-precio
T7845,C033,P010,Twitter,2024-12-23,"Producto recibido, cumple su función"
T7846,C020,P015,Facebook,2023-03-29,Envío tardío y producto dañado
T7847,C020,P019,Instagram,2025-10-12,Satisface lo básico
T7848,C015,P020,Instagram,2024-12-13,"Calidad superior, muy contento"
T7849,C004,P005,Twitter,2023-08-11,"Me encanta este producto, excelente calidad"
T7850,C015,P013,Instagram,2024-03-04,"No funciona como esperaba, decepcionado"
T7851,C031,P008,Instagram,2023-02-21,Gran relación calidad-precio
T7852,C013,P008,Twitter,2023-11-27,Producto llegó rápido y funciona perfecto
T7853,C014,P013,Facebook,2025-07-03,"No funciona como esperaba, decepcionado"
T7854,C004,P013,Twitter,2024-11-23,Gran relación calidad-precio
T7855,C024,P014,Instagram,2024-05-22,Satisface lo básico
T7856,C030,P005,Instagram,2025-01-23,"Muy satisfecho con la compra, lo recomiendo"
T7857,C009,P016,Instagram,2025-04-23,Envío tardío y producto dañado
T7858,C024,P010,Instagram,2023-12-13,Gran relación calidad-precio
T7859,C007,P013,Twitter,2025-03-30,Gran relación calidad-precio
T7860,C003,P013,Instagram,2025-05-26,"Muy mala calidad, se rompió rápido"
T7861,,P006,Twitter,2023-01-21,"No funciona como esperaba, decepcionado"
T7862,C010,P016,Instagram,2024-08-24,"Muy mala calidad, se rompió rápido"
T7863,C020,P017,Facebook,2025-11-28,"Muy mala calidad, se rompió rápido"
T7864,,P017,Instagram,2023-12-24,"Es lo que esperaba, nada excepcional"
T7865,C032,P005,Twitter,2024-06-14,"Producto recibido, cumple su función"
T7866,C021,P013,Twitter,2025-10-15,Gran relación calidad-precio
T7867,C011,P017,Facebook,2023-06-02,Pésima atención al cliente
T7868,C010,P008,Twitter,2024-08-11,Satisface lo básico
T7869,C025,P008,Facebook,2023-10-26,Producto llegó rápido y funciona perfecto
T7870,C031,P005,Facebook,2025-05-20,Pésima atención al cliente
T7871,C002,P018,Instagram,2023-03-16,Envío tardío y producto dañado
T7872,C006,P011,Facebook,2025-12-14,Producto llegó rápido y funciona perfecto
T7873,C029,P019,Instagram,2023-07-05,Pésima atención al cliente
T7874,C025,P011,Facebook,2023-07-13,Producto llegó rápido y funciona perfecto
T7875,C015,P008,Twitter,2023-10-29,Satisface lo básico
T7876,C004,P015,Facebook,2023-11-11,Pésima atención al cliente
T7877,,P017,Facebook,2024-07-26,Pésima atención al cliente
T7878,,P002,Instagram,2025-08-29,"Información suficiente, sin mayor novedad"
T7879,,P012,Instagram,2025-11-01,Producto llegó rápido y funciona perfecto
T7880,C025,P017,Facebook,2025-02-11,Producto llegó rápido y funciona perfecto
T7881,C009,P020,Twitter,2025-10-07,"Me encanta este producto, excelente calidad"
T7882,C032,P013,Instagram,2023-07-20,"Muy mala calidad, se rompió rápido"
T7883,C010,P020,Facebook,2025-02-05,"No funciona como esperaba, decepcionado"
T7884,C020,P017,Facebook,2024-11-12,"Muy mala calidad, se rompió rápido"
T7885,,P020,Facebook,2024-07-22,Gran relación calidad-precio
T7886,,P005,Facebook,2023-04-14,"No cumple con lo anunciado, insatisfecho"
T7887,C035,P003,Instagram,2025-06-20,"Producto recibido, cumple su función"
T7888,C010,P015,Twitter,2023-01-21,"Muy mala calidad, se rompió rápido"
T7889,C040,P005,Twitter,2024-04-21,"Me encanta este producto, excelente calidad"
T7890,C006,P009,Instagram,2023-05-14,"Calidad superior, muy contento"
T7891,C017,P015,Facebook,2025-03-16,Envío tardío y producto dañado
T7892,C036,P013,Facebook,2025-09-24,Gran relación calidad-precio
T7893,C013,P020,Instagram,2023-11-10,"Calidad superior, muy contento"
T7894,C011,P017,Facebook,2024-10-17,"Calidad superior, muy contento"
T7895,C030,P004,Twitter,2023-12-01,"Calidad superior, muy contento"
T7896,C032,P006,Instagram,2023-12-11,"Es lo que esperaba, nada excepcional"
T7897,C021,P007,Instagram,2024-10-23,"Producto recibido, cumple su función"
T7898,C033,P012,Instagram,2025-03-15,Pésima atención al cliente
T7899,C037,P005,Facebook,2025-03-02,"Muy satisfecho con la compra, lo recomiendo"
T7900,C028,P012,Instagram,2023-05-24,Producto llegó rápido y funciona perfecto
T7901,C008,P003,Instagram,2024-09-21,"Producto recibido, cumple su función"
T7902,C002,P016,Instagram,2023-05-18,Gran relación calidad-precio
T7903,C019,P003,Instagram,2024-02-11,"Información suficiente, sin mayor novedad"
T7904,C004,P020,Facebook,2025-06-22,"Producto recibido, cumple su función"
T7905,C031,P002,Facebook,2023-07-19,Pésima atención al cliente
T7906,C005,P001,Facebook,2024-03-11,Satisface lo básico
T7907,C020,P010,Twitter,2024-09-04,"Producto recibido, cumple su función"
T7908,C018,P007,Instagram,2025-06-30,"Calidad superior, muy contento"
T7909,C005,P017,Facebook,2023-11-15,Envío tardío y producto dañado
T7910,C040,P008,Instagram,2024-06-04,Gran relación calidad-precio
T7911,C039,P002,Twitter,2025-06-04,"Muy mala calidad, se rompió rápido"
T7912,,P013,Instagram,2023-09-14,"Es lo que esperaba, nada excepcional"
T7913,C036,P020,Facebook,2024-12-27,"Es lo que esperaba, nada excepcional"
T7914,,P010,Instagram,2023-02-03,"Entrega correcta, sin comentarios adicionales"
T7915,C029,P016,Instagram,2023-09-17,"Muy mala calidad, se rompió rápido"
T7916,C024,P018,Twitter,2024-02-21,Satisface lo básico
T7917,C016,P006,Facebook,2023-10-11,"Muy satisfecho con la compra, lo recomiendo"
T7918,C015,P005,Facebook,2025-04-28,"Entrega correcta, sin comentarios adicionales"
T7919,C009,P019,Instagram,2024-06-25,Gran relación calidad-precio
T7920,C013,P014,Instagram,2025-11-17,Satisface lo básico
T7921,,P012,Twitter,2024-07-19,"Entrega correcta, sin comentarios adicionales"
T7922,C019,P008,Twitter,2025-10-09,"Entrega correcta, sin comentarios adicionales"
T7923,C030,P005,Twitter,2025-04-06,"No funciona como esperaba, decepcionado"
T7924,C003,P010,Facebook,2023-01-21,Gran relación calidad-precio
T7925,C007,P006,Instagram,2024-03-25,"No cumple con lo anunciado, insatisfecho"
T7926,C039,P002,Twitter,2023-02-22,"Muy mala calidad, se rompió rápido"
T7927,C009,P010,Facebook,2023-07-23,"No cumple con lo anunciado, insatisfecho"
T7928,C033,P008,Instagram,2025-01-14,Gran relación calidad-precio
T7929,C026,P015,Instagram,2023-06-13,"No cumple con lo anunciado, insatisfecho"
T7930,C040,P001,Facebook,2025-12-07,"Entrega correcta, sin comentarios adicionales"
T7931,C037,P010,Instagram,2024-04-02,Gran relación calidad-precio
T7932,C025,P017,Facebook,2024-11-05,Producto llegó rápido y funciona perfecto
T7933,C036,P001,Instagram,2024-04-18,Satisface lo básico
T7934,,P005,Facebook,2025-09-05,"Entrega correcta, sin comentarios adicionales"
T7935,,P020,Facebook,2025-10-27,"No cumple con lo anunciado, insatisfecho"
T7936,C037,P003,Instagram,2023-12-09,"Información suficiente, sin mayor novedad"
T7937,,P003,Instagram,2024-04-05,"Entrega correcta, sin comentarios adicionales"
T7938,C017,P008,Twitter,2023-02-09,Satisface lo básico
T7939,C036,P019,Instagram,2024-07-02,Satisface lo básico
T7940,C005,P019,Facebook,2024-07-30,"Calidad superior, muy contento"
